"","Sample_Size","Power"
"1",10,0.67
"2",11,0.654
"3",12,0.638
"4",13,0.622
"5",14,0.606
"6",15,0.59
"7",16,0.574
"8",17,0.558
"9",18,0.542
"10",19,0.526
"11",20,0.51
"12",21,0.506
"13",22,0.502
"14",23,0.498
"15",24,0.494
"16",25,0.49
"17",26,0.486
"18",27,0.482
"19",28,0.478
"20",29,0.474
"21",30,0.47
"22",31,0.477
"23",32,0.484
"24",33,0.491
"25",34,0.498
"26",35,0.505
"27",36,0.512
"28",37,0.519
"29",38,0.526
"30",39,0.533
"31",40,0.54
"32",41,0.545
"33",42,0.55
"34",43,0.555
"35",44,0.56
"36",45,0.565
"37",46,0.57
"38",47,0.575
"39",48,0.58
"40",49,0.585
"41",50,0.59
"42",51,0.578
"43",52,0.566
"44",53,0.554
"45",54,0.542
"46",55,0.53
"47",56,0.518
"48",57,0.506
"49",58,0.494
"50",59,0.482
"51",60,0.47
"52",61,0.474
"53",62,0.478
"54",63,0.482
"55",64,0.486
"56",65,0.49
"57",66,0.494
"58",67,0.498
"59",68,0.502
"60",69,0.506
"61",70,0.51
"62",71,0.517
"63",72,0.524
"64",73,0.531
"65",74,0.538
"66",75,0.545
"67",76,0.552
"68",77,0.559
"69",78,0.566
"70",79,0.573
"71",80,0.58
"72",81,0.588
"73",82,0.596
"74",83,0.604
"75",84,0.612
"76",85,0.62
"77",86,0.628
"78",87,0.636
"79",88,0.644
"80",89,0.652
"81",90,0.66
"82",91,0.647
"83",92,0.634
"84",93,0.621
"85",94,0.608
"86",95,0.595
"87",96,0.582
"88",97,0.569
"89",98,0.556
"90",99,0.543
"91",100,0.53
"92",101,0.528
"93",102,0.526
"94",103,0.524
"95",104,0.522
"96",105,0.52
"97",106,0.518
"98",107,0.516
"99",108,0.514
"100",109,0.512
"101",110,0.51
"102",111,0.508
"103",112,0.506
"104",113,0.504
"105",114,0.502
"106",115,0.5
"107",116,0.498
"108",117,0.496
"109",118,0.494
"110",119,0.492
"111",120,0.49
"112",121,0.49
"113",122,0.49
"114",123,0.49
"115",124,0.49
"116",125,0.49
"117",126,0.49
"118",127,0.49
"119",128,0.49
"120",129,0.49
"121",130,0.49
"122",131,0.495
"123",132,0.5
"124",133,0.505
"125",134,0.51
"126",135,0.515
"127",136,0.52
"128",137,0.525
"129",138,0.53
"130",139,0.535
"131",140,0.54
"132",141,0.534
"133",142,0.528
"134",143,0.522
"135",144,0.516
"136",145,0.51
"137",146,0.504
"138",147,0.498
"139",148,0.492
"140",149,0.486
