"","Sample_Size","Power"
"1",10,0.7
"2",11,0.686
"3",12,0.672
"4",13,0.658
"5",14,0.644
"6",15,0.63
"7",16,0.616
"8",17,0.602
"9",18,0.588
"10",19,0.574
"11",20,0.56
"12",21,0.54
"13",22,0.52
"14",23,0.5
"15",24,0.48
"16",25,0.46
"17",26,0.44
"18",27,0.42
"19",28,0.4
"20",29,0.38
"21",30,0.36
"22",31,0.369
"23",32,0.378
"24",33,0.387
"25",34,0.396
"26",35,0.405
"27",36,0.414
"28",37,0.423
"29",38,0.432
"30",39,0.441
"31",40,0.45
"32",41,0.442
"33",42,0.434
"34",43,0.426
"35",44,0.418
"36",45,0.41
"37",46,0.402
"38",47,0.394
"39",48,0.386
"40",49,0.378
"41",50,0.37
"42",51,0.372
"43",52,0.374
"44",53,0.376
"45",54,0.378
"46",55,0.38
"47",56,0.382
"48",57,0.384
"49",58,0.386
"50",59,0.388
"51",60,0.39
"52",61,0.393
"53",62,0.396
"54",63,0.399
"55",64,0.402
"56",65,0.405
"57",66,0.408
"58",67,0.411
"59",68,0.414
"60",69,0.417
"61",70,0.42
"62",71,0.418
"63",72,0.416
"64",73,0.414
"65",74,0.412
"66",75,0.41
"67",76,0.408
"68",77,0.406
"69",78,0.404
"70",79,0.402
"71",80,0.4
"72",81,0.406
"73",82,0.412
"74",83,0.418
"75",84,0.424
"76",85,0.43
"77",86,0.436
"78",87,0.442
"79",88,0.448
"80",89,0.454
"81",90,0.46
"82",91,0.457
"83",92,0.454
"84",93,0.451
"85",94,0.448
"86",95,0.445
"87",96,0.442
"88",97,0.439
"89",98,0.436
"90",99,0.433
"91",100,0.43
"92",101,0.429
"93",102,0.428
"94",103,0.427
"95",104,0.426
"96",105,0.425
"97",106,0.424
"98",107,0.423
"99",108,0.422
"100",109,0.421
"101",110,0.42
"102",111,0.42
"103",112,0.42
"104",113,0.42
"105",114,0.42
"106",115,0.42
"107",116,0.42
"108",117,0.42
"109",118,0.42
"110",119,0.42
"111",120,0.42
"112",121,0.428
"113",122,0.436
"114",123,0.444
"115",124,0.452
"116",125,0.46
"117",126,0.468
"118",127,0.476
"119",128,0.484
"120",129,0.492
"121",130,0.5
"122",131,0.499
"123",132,0.498
"124",133,0.497
"125",134,0.496
"126",135,0.495
"127",136,0.494
"128",137,0.493
"129",138,0.492
"130",139,0.491
"131",140,0.49
"132",141,0.491
"133",142,0.492
"134",143,0.493
"135",144,0.494
"136",145,0.495
"137",146,0.496
"138",147,0.497
"139",148,0.498
"140",149,0.499
"141",150,0.5
"142",151,0.493
"143",152,0.486
"144",153,0.479
"145",154,0.472
"146",155,0.465
"147",156,0.458
"148",157,0.451
"149",158,0.444
"150",159,0.437
"151",160,0.43
"152",161,0.44
"153",162,0.45
"154",163,0.46
"155",164,0.47
"156",165,0.48
"157",166,0.49
"158",167,0.5
"159",168,0.51
"160",169,0.52
"161",170,0.53
"162",171,0.53
"163",172,0.53
"164",173,0.53
"165",174,0.53
"166",175,0.53
"167",176,0.53
"168",177,0.53
"169",178,0.53
"170",179,0.53
"171",180,0.53
"172",181,0.526
"173",182,0.522
"174",183,0.518
"175",184,0.514
"176",185,0.51
"177",186,0.506
"178",187,0.502
"179",188,0.498
"180",189,0.494
"181",190,0.49
"182",191,0.494
"183",192,0.498
"184",193,0.502
"185",194,0.506
"186",195,0.51
"187",196,0.514
"188",197,0.518
"189",198,0.522
"190",199,0.526
"191",200,0.53
"192",201,0.523
"193",202,0.516
"194",203,0.509
"195",204,0.502
"196",205,0.495
"197",206,0.488
"198",207,0.481
"199",208,0.474
"200",209,0.467
"201",210,0.46
"202",211,0.473
"203",212,0.486
"204",213,0.499
"205",214,0.512
"206",215,0.525
"207",216,0.538
"208",217,0.551
"209",218,0.564
"210",219,0.577
"211",220,0.59
"212",221,0.581
"213",222,0.572
"214",223,0.563
"215",224,0.554
"216",225,0.545
"217",226,0.536
"218",227,0.527
"219",228,0.518
"220",229,0.509
"221",230,0.5
"222",231,0.503
"223",232,0.506
"224",233,0.509
"225",234,0.512
"226",235,0.515
"227",236,0.518
"228",237,0.521
"229",238,0.524
"230",239,0.527
"231",240,0.53
"232",241,0.532
"233",242,0.534
"234",243,0.536
"235",244,0.538
"236",245,0.54
"237",246,0.542
"238",247,0.544
"239",248,0.546
"240",249,0.548
"241",250,0.55
"242",251,0.55
"243",252,0.55
"244",253,0.55
"245",254,0.55
"246",255,0.55
"247",256,0.55
"248",257,0.55
"249",258,0.55
"250",259,0.55
"251",260,0.55
"252",261,0.559
"253",262,0.568
"254",263,0.577
"255",264,0.586
"256",265,0.595
"257",266,0.604
"258",267,0.613
"259",268,0.622
"260",269,0.631
"261",270,0.64
"262",271,0.638
"263",272,0.636
"264",273,0.634
"265",274,0.632
"266",275,0.63
"267",276,0.628
"268",277,0.626
"269",278,0.624
"270",279,0.622
"271",280,0.62
"272",281,0.62
"273",282,0.62
"274",283,0.62
"275",284,0.62
"276",285,0.62
"277",286,0.62
"278",287,0.62
"279",288,0.62
"280",289,0.62
"281",290,0.62
"282",291,0.62
"283",292,0.62
"284",293,0.62
"285",294,0.62
"286",295,0.62
"287",296,0.62
"288",297,0.62
"289",298,0.62
"290",299,0.62
"291",300,0.62
"292",301,0.624
"293",302,0.628
"294",303,0.632
"295",304,0.636
"296",305,0.64
"297",306,0.644
"298",307,0.648
"299",308,0.652
"300",309,0.656
"301",310,0.66
"302",311,0.654
"303",312,0.648
"304",313,0.642
"305",314,0.636
"306",315,0.63
"307",316,0.624
"308",317,0.618
"309",318,0.612
"310",319,0.606
"311",320,0.6
"312",321,0.6
"313",322,0.6
"314",323,0.6
"315",324,0.6
"316",325,0.6
"317",326,0.6
"318",327,0.6
"319",328,0.6
"320",329,0.6
"321",330,0.6
"322",331,0.607
"323",332,0.614
"324",333,0.621
"325",334,0.628
"326",335,0.635
"327",336,0.642
"328",337,0.649
"329",338,0.656
"330",339,0.663
"331",340,0.67
"332",341,0.67
"333",342,0.67
