"","Sample_Size","Power"
"1",10,0.68
"2",11,0.676
"3",12,0.672
"4",13,0.668
"5",14,0.664
"6",15,0.66
"7",16,0.656
"8",17,0.652
"9",18,0.648
"10",19,0.644
"11",20,0.64
"12",21,0.651
"13",22,0.662
"14",23,0.673
"15",24,0.684
"16",25,0.695
"17",26,0.706
"18",27,0.717
"19",28,0.728
"20",29,0.739
"21",30,0.75
"22",31,0.752
"23",32,0.754
"24",33,0.756
"25",34,0.758
"26",35,0.76
"27",36,0.762
"28",37,0.764
"29",38,0.766
"30",39,0.768
"31",40,0.77
"32",41,0.78
"33",42,0.79
"34",43,0.8
"35",44,0.81
"36",45,0.82
"37",46,0.83
"38",47,0.84
"39",48,0.85
"40",49,0.86
"41",50,0.87
"42",51,0.875
"43",52,0.88
"44",53,0.885
"45",54,0.89
"46",55,0.895
"47",56,0.9
"48",57,0.905
"49",58,0.91
"50",59,0.915
"51",60,0.92
"52",61,0.924
"53",62,0.928
"54",63,0.932
"55",64,0.936
"56",65,0.94
"57",66,0.944
"58",67,0.948
"59",68,0.952
"60",69,0.956
"61",70,0.96
"62",71,0.958
"63",72,0.956
"64",73,0.954
"65",74,0.952
"66",75,0.95
"67",76,0.948
"68",77,0.946
"69",78,0.944
"70",79,0.942
"71",80,0.94
"72",81,0.943
"73",82,0.946
"74",83,0.949
"75",84,0.952
"76",85,0.955
"77",86,0.958
"78",87,0.961
"79",88,0.964
"80",89,0.967
"81",90,0.97
"82",91,0.968
"83",92,0.966
"84",93,0.964
"85",94,0.962
"86",95,0.96
"87",96,0.958
"88",97,0.956
"89",98,0.954
"90",99,0.952
"91",100,0.95
"92",101,0.952
"93",102,0.954
"94",103,0.956
"95",104,0.958
"96",105,0.96
"97",106,0.962
"98",107,0.964
"99",108,0.966
"100",109,0.968
"101",110,0.97
"102",111,0.966
"103",112,0.962
"104",113,0.958
"105",114,0.954
"106",115,0.95
"107",116,0.946
"108",117,0.942
"109",118,0.938
"110",119,0.934
"111",120,0.93
"112",121,0.924
"113",122,0.918
"114",123,0.912
"115",124,0.906
"116",125,0.9
"117",126,0.894
"118",127,0.888
"119",128,0.882
"120",129,0.876
"121",130,0.87
"122",131,0.874
"123",132,0.878
"124",133,0.882
"125",134,0.886
"126",135,0.89
"127",136,0.894
"128",137,0.898
"129",138,0.902
"130",139,0.906
"131",140,0.91
"132",141,0.907
"133",142,0.904
"134",143,0.901
"135",144,0.898
"136",145,0.895
"137",146,0.892
"138",147,0.889
"139",148,0.886
"140",149,0.883
"141",150,0.88
"142",151,0.881
"143",152,0.882
"144",153,0.883
"145",154,0.884
"146",155,0.885
"147",156,0.886
"148",157,0.887
"149",158,0.888
"150",159,0.889
"151",160,0.89
"152",161,0.888
"153",162,0.886
"154",163,0.884
"155",164,0.882
"156",165,0.88
"157",166,0.878
"158",167,0.876
"159",168,0.874
"160",169,0.872
"161",170,0.87
"162",171,0.87
"163",172,0.87
"164",173,0.87
"165",174,0.87
"166",175,0.87
"167",176,0.87
"168",177,0.87
"169",178,0.87
"170",179,0.87
"171",180,0.87
"172",181,0.861
"173",182,0.852
"174",183,0.843
"175",184,0.834
"176",185,0.825
"177",186,0.816
"178",187,0.807
"179",188,0.798
"180",189,0.789
"181",190,0.78
"182",191,0.784
"183",192,0.788
"184",193,0.792
"185",194,0.796
"186",195,0.8
"187",196,0.804
"188",197,0.808
"189",198,0.812
"190",199,0.816
"191",200,0.82
"192",201,0.813
"193",202,0.806
"194",203,0.799
"195",204,0.792
"196",205,0.785
"197",206,0.778
"198",207,0.771
"199",208,0.764
"200",209,0.757
"201",210,0.75
"202",211,0.758
"203",212,0.766
"204",213,0.774
"205",214,0.782
"206",215,0.79
"207",216,0.798
"208",217,0.806
"209",218,0.814
"210",219,0.822
"211",220,0.83
"212",221,0.824
"213",222,0.818
"214",223,0.812
"215",224,0.806
"216",225,0.8
"217",226,0.794
"218",227,0.788
"219",228,0.782
"220",229,0.776
"221",230,0.77
"222",231,0.775
"223",232,0.78
"224",233,0.785
"225",234,0.79
"226",235,0.795
"227",236,0.8
"228",237,0.805
"229",238,0.81
"230",239,0.815
"231",240,0.82
"232",241,0.814
"233",242,0.808
"234",243,0.802
"235",244,0.796
"236",245,0.79
"237",246,0.784
"238",247,0.778
"239",248,0.772
"240",249,0.766
"241",250,0.76
"242",251,0.764
"243",252,0.768
"244",253,0.772
"245",254,0.776
"246",255,0.78
"247",256,0.784
"248",257,0.788
"249",258,0.792
"250",259,0.796
"251",260,0.8
"252",261,0.789
"253",262,0.778
"254",263,0.767
"255",264,0.756
"256",265,0.745
"257",266,0.734
"258",267,0.723
"259",268,0.712
"260",269,0.701
"261",270,0.69
"262",271,0.701
"263",272,0.712
"264",273,0.723
"265",274,0.734
"266",275,0.745
"267",276,0.756
"268",277,0.767
"269",278,0.778
"270",279,0.789
"271",280,0.8
"272",281,0.793
"273",282,0.786
"274",283,0.779
"275",284,0.772
"276",285,0.765
"277",286,0.758
"278",287,0.751
"279",288,0.744
"280",289,0.737
"281",290,0.73
"282",291,0.728
"283",292,0.726
"284",293,0.724
"285",294,0.722
"286",295,0.72
"287",296,0.718
"288",297,0.716
"289",298,0.714
"290",299,0.712
"291",300,0.71
"292",301,0.706
"293",302,0.702
"294",303,0.698
"295",304,0.694
"296",305,0.69
"297",306,0.686
"298",307,0.682
"299",308,0.678
"300",309,0.674
"301",310,0.67
"302",311,0.684
"303",312,0.698
"304",313,0.712
"305",314,0.726
"306",315,0.74
"307",316,0.754
"308",317,0.768
"309",318,0.782
"310",319,0.796
"311",320,0.81
"312",321,0.8
"313",322,0.79
"314",323,0.78
"315",324,0.77
"316",325,0.76
"317",326,0.75
"318",327,0.74
"319",328,0.73
"320",329,0.72
"321",330,0.71
"322",331,0.709
"323",332,0.708
"324",333,0.707
"325",334,0.706
"326",335,0.705
"327",336,0.704
"328",337,0.703
